-110	23														
-120	Animal	Exp	Trial	Date	Time	Phase	Fre No. Phase	Fre No. Part	Time from [s]	Time to [s]	Dur. [s]	Part No. Start	Part No. End	Name Start	Name End
-900	10006	1	1	06.07.2018	14:23	2	7	7	39,19	40,38	1,19	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	8	8	40,38	40,97	0,59	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	9	9	41,50	42,34	0,84	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	10	10	44,37	45,20	0,83	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	11	11	46,86	47,39	0,53	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	12	12	54,45	55,78	1,33	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	13	13	57,24	57,76	0,52	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	14	14	57,83	58,77	0,94	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	15	15	61,19	61,81	0,62	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	16	16	62,48	63,30	0,82	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	17	17	63,93	64,51	0,58	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	18	18	69,85	71,18	1,33	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	19	19	72,94	73,60	0,66	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	20	20	76,02	76,73	0,71	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	21	21	77,19	79,80	2,61	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	22	22	82,59	83,48	0,89	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	23	23	87,50	88,11	0,61	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	24	24	88,55	89,17	0,62	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	25	25	90,60	91,56	0,96	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	26	26	93,69	94,90	1,21	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	27	27	95,61	96,23	0,62	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	28	28	97,10	99,84	2,74	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	29	29	100,69	101,71	1,02	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	30	30	102,31	103,01	0,70	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	31	31	107,88	111,95	4,07	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	32	32	112,86	113,50	0,64	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	33	33	114,72	115,90	1,18	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	34	34	116,02	117,28	1,26	1	1	Habituation	Habituation
