"","seconds","X1","X2","X3","average","SE"
"247",0.46,-2.68078818391598,-3.23492867388156,-0.199805162015919,-2.03850733993782,0.933164364760371
"248",0.47,-2.73006490320456,-3.23767964289048,-0.257551042059627,-2.07509852938489,0.920512055415967
"249",0.48,-2.7744667677789,-3.24515052429514,-0.304267971772849,-2.10796175461563,0.912025081226999
"250",0.49,-2.81361198565634,-3.25693486944136,-0.339406899420438,-2.13665125150604,0.907689234751185
"251",0.5,-2.84713678617347,-3.2725349274434,-0.362525932660874,-2.16073254875925,0.907450856389103
"252",0.51,-2.87469805463391,-3.29137016775607,-0.373294729973183,-2.17978765078772,0.91122013754054
"253",0.52,-2.89597600960622,-3.31278712695341,-0.37149761803874,-2.19342025153279,0.918873302603878
"254",0.53,-2.91067691385907,-3.33607042495125,-0.357035396392571,-2.20126091173429,0.930253679272114
"255",0.54,-2.91853579793242,-3.3604547738301,-0.329925804865057,-2.20297212554252,0.945171939361152
"256",0.55,-2.91931917736632,-3.3851377754855,-0.290302651546126,-2.19825320146598,0.963405974878198
"257",0.56,-2.91282774596791,-3.40929329177333,-0.238413616599345,-2.1868448847802,0.984700938468392
"258",0.57,-2.89889902229946,-3.4320851717946,-0.174616762288509,-2.16853365212752,1.00876992589859
"259",0.58,-2.87740991953368,-3.45268111651704,-0.0993757925083004,-2.14315560951967,1.0352956410026
"260",0.59,-2.84827920233782,-3.47026645555477,-0.0132541247934645,-2.11059992756202,1.0639332056234
"261",0.6,-2.81146979542073,-3.48405761322516,0.083092140530465,-2.07081175603848,1.09431410632504
"262",0.61,-2.7669909069574,-3.49331504989725,0.188922261348715,-2.02379456516864,1.12605113944248
"263",0.62,-2.71489992638698,-3.49735547469611,0.303419804269876,-1.9696118656044,1.15874413345635
"264",0.63,-2.65530405639921,-3.49556313403088,0.425702387672161,-1.90838826758598,1.19198618834394
"265",0.64,-2.58836163972276,-3.48739999393669,0.554832084788631,-1.84030984962361,1.22537016925117
"266",0.65,-2.51428314191266,-3.47241465887106,0.689826345304008,-1.76562381849324,1.25849521666634
"267",0.66,-2.43333174831368,-3.45024989595091,0.82966928995611,-1.68463745143616,1.29097307254469
"268",0.67,-2.34582353439729,-3.42064865634432,0.973323229015127,-1.59771632057549,1.32243406072054
"269",0.68,-2.2521271697214,-3.3834585080157,1.11974024865802,-1.50528180969303,1.35253259410804
"270",0.69,-2.15266311907669,-3.33863441936213,1.26787371244517,-1.40780794199788,1.38095211336449
"271",0.7,-2.04790231944127,-3.28623985760894,1.41668952689857,-1.30581755005055,1.40740938756725
"272",0.71,-1.93836431931622,-3.22644619430265,1.56517702048622,-1.19987783104422,1.4316581270385
"273",0.72,-1.824614866918,-3.15953043937512,1.71235929314141,-1.09059533771723,1.45349187515056
"274",0.73,-1.70726293587603,-3.08587135527926,1.85730290126042,-0.97861046329829,1.47274615961412
"275",0.74,-1.58695718678063,-3.00594403094468,1.99912675151939,-0.864591488735306,1.48929989543781
