"time_ext","dF_405","dF_465","freeze","freeze_cut"
159.86,-0.771256108046368,-2.58178628635286,1,0
159.87,-0.771628462719339,-2.53778754116562,1,0
159.88,-0.774209108231,-2.49687021022862,1,0
159.89,-0.779006496429057,-2.45933080518617,1,0
159.9,-0.786000507539439,-2.42542336635239,1,0
159.91,-0.795143013041296,-2.39535426047713,1,0
159.92,-0.806358827698866,-2.36927756639989,1,0
159.93,-0.81954703478968,-2.34729113180265,1,0
159.94,-0.834582660257328,-2.3294333766009,1,0
159.95,-0.851318670533731,-2.31568091126736,1,0
159.96,-0.869588271356323,-2.30594702527326,1,0
159.97,-0.88920747931054,-2.30008108313276,1,0
159.98,-0.909977927291525,-2.29786885245658,1,0
159.99,-0.931689857809822,-2.29903377384921,1,0
160,-0.95412525598348,-2.3032391725301,1,0
160.01,-0.977061078089706,-2.31009140149036,1,0
160.02,-1.00027253298158,-2.31914388953758,1,0
160.03,-1.0235363690421,-2.32990204629312,1,0
160.04,-1.04663411591727,-2.34182896016755,1,0
160.05,-1.06935523229433,-2.35435181624883,1,0
